OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO47730,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,3/30/2012,4/11/2012,4/6/2012,No Discount,Northeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO47730,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,3/30/2012,4/11/2012,4/6/2012,No Discount,Northeast,4,1229.4589,4917.8356,0,393.4268,122.9459
SO47730,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,3/30/2012,4/11/2012,4/6/2012,No Discount,Northeast,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47962,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,6,1229.4589,7376.7534,0,590.1403,184.4188
SO47962,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47962,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,1,1229.4589,1229.4589,0,98.3567,30.7365
SO47969,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,France,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47969,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,France,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47970,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO47970,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO47970,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,10,1229.4589,12294.589,0,983.5671,307.3647
SO47972,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47976,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,6,1229.4589,7376.7534,0,590.1403,184.4188
SO47976,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47986,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,9,1229.4589,11065.1301,0,885.2104,276.6283
SO47986,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO47986,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47991,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,7,1229.4589,8606.2123,0,688.497,215.1553
SO47991,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO47991,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47992,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47992,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO47992,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,8,1229.4589,9835.6712,0,786.8537,245.8918
SO47993,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47993,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47996,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,2,1229.4589,2458.9178,0,196.7134,61.4729
SO47996,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,5,1229.4589,6147.2945,0,491.7836,153.6824
SO47996,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,8,1229.4589,9835.6712,0,786.8537,245.8918
SO47997,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47998,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO47998,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO47999,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO47999,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO47999,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48001,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48001,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48001,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48010,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,France,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48010,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,France,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48010,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,France,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48015,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48015,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48017,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48017,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48017,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48021,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48021,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48021,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48028,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,United Kingdom,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48028,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,United Kingdom,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48031,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,United Kingdom,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48031,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,United Kingdom,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48049,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48049,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48049,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48051,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,7,1229.4589,8606.2123,0,688.497,215.1553
SO48051,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48051,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48052,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48052,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48062,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48062,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48063,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48063,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48063,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southeast,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48066,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48066,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48066,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48069,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,9,1229.4589,11065.1301,0,885.2104,276.6283
SO48069,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48069,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48071,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48071,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48071,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48076,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,8,1229.4589,9835.6712,0,786.8537,245.8918
SO48076,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48076,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northeast,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48078,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48083,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48083,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Northwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48088,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,United Kingdom,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48088,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,United Kingdom,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48089,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48089,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,8,1229.4589,9835.6712,0,786.8537,245.8918
SO48089,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,4/30/2012,5/12/2012,5/7/2012,No Discount,Central,7,1229.4589,8606.2123,0,688.497,215.1553
SO48292,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48292,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48293,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48293,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48293,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48313,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48313,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48318,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48318,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48318,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48328,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48328,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48333,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48333,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48333,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48334,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48341,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,8,1229.4589,9835.6712,0,786.8537,245.8918
SO48341,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48341,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48346,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48347,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48347,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48347,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48348,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,France,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48356,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48356,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48356,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48365,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48365,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48370,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48370,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48373,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48373,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48375,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48375,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48379,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Central,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48380,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48380,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48380,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48384,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,6,1229.4589,7376.7534,0,590.1403,184.4188
SO48384,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48384,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,5,1229.4589,6147.2945,0,491.7836,153.6824
SO48387,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Northwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48389,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,7,1229.4589,8606.2123,0,688.497,215.1553
SO48389,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48389,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,United Kingdom,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48391,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48391,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48395,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48395,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southeast,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48396,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48396,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48396,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48397,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,1,1229.4589,1229.4589,0,98.3567,30.7365
SO48397,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,6/11/2012,6/6/2012,No Discount,Southwest,3,1229.4589,3688.3767,0,295.0701,92.2094
